//Date; Open; High; Low; Close; Moving Average 14
03.02.2012 0:00:00;12862.23|12679.49
06.02.2012 0:00:00;12845.13|12705.42
07.02.2012 0:00:00;12878.20|12726.80
08.02.2012 0:00:00;12883.95|12745.37
09.02.2012 0:00:00;12890.46|12757.51
10.02.2012 0:00:00;12801.23|12764.11
13.02.2012 0:00:00;12874.04|12778.27
14.02.2012 0:00:00;12878.28|12786.94
15.02.2012 0:00:00;12780.95|12790.25
16.02.2012 0:00:00;12904.08|12807.65
17.02.2012 0:00:00;12949.87|12828.80
21.02.2012 0:00:00;12965.69|12852.57
22.02.2012 0:00:00;12938.67|12868.44
23.02.2012 0:00:00;12984.69|12888.39
24.02.2012 0:00:00;12982.95|12897.01
27.02.2012 0:00:00;12981.51|12906.75
28.02.2012 0:00:00;13005.12|12915.82
29.02.2012 0:00:00;12952.07|12920.69
01.03.2012 0:00:00;12980.30|12927.10
02.03.2012 0:00:00;12977.57|12939.70
05.03.2012 0:00:00;12962.81|12946.04
06.03.2012 0:00:00;12759.15|12937.53
07.03.2012 0:00:00;12837.33|12941.56
08.03.2012 0:00:00;12907.94|12941.83
09.03.2012 0:00:00;12922.02|12939.84
12.03.2012 0:00:00;12959.71|12939.42
13.03.2012 0:00:00;13177.68|12956.49
14.03.2012 0:00:00;13194.10|12971.45
15.03.2012 0:00:00;13252.76|12990.72
16.03.2012 0:00:00;13232.62|13008.66
19.03.2012 0:00:00;13239.13|13025.37
20.03.2012 0:00:00;13170.19|13040.95
21.03.2012 0:00:00;13124.62|13051.26
22.03.2012 0:00:00;13046.14|13056.16
23.03.2012 0:00:00;13080.73|13064.58
26.03.2012 0:00:00;13241.63|13099.04
27.03.2012 0:00:00;13197.73|13124.79
28.03.2012 0:00:00;13126.21|13140.38
29.03.2012 0:00:00;13145.82|13156.36
30.03.2012 0:00:00;13212.04|13174.39
02.04.2012 0:00:00;13264.49|13180.59
03.04.2012 0:00:00;13199.55|13180.98
04.04.2012 0:00:00;13074.75|13168.26
05.04.2012 0:00:00;13060.14|13155.94
09.04.2012 0:00:00;12929.59|13133.83
10.04.2012 0:00:00;12715.93|13101.38
11.04.2012 0:00:00;12805.39|13078.58
12.04.2012 0:00:00;12986.58|13074.33
13.04.2012 0:00:00;12849.59|13057.82
16.04.2012 0:00:00;12921.41|13034.94
17.04.2012 0:00:00;13115.54|13029.07
18.04.2012 0:00:00;13032.75|13022.40
19.04.2012 0:00:00;12964.10|13009.42
20.04.2012 0:00:00;13029.26|12996.36
23.04.2012 0:00:00;12927.17|12972.27
24.04.2012 0:00:00;13001.56|12958.13
25.04.2012 0:00:00;13090.72|12959.27
26.04.2012 0:00:00;13204.62|12969.59
27.04.2012 0:00:00;13228.31|12990.92
30.04.2012 0:00:00;13213.63|13026.47
01.05.2012 0:00:00;13279.32|13060.33
02.05.2012 0:00:00;13268.57|13080.47
03.05.2012 0:00:00;13206.59|13105.97
04.05.2012 0:00:00;13038.27|13114.31
07.05.2012 0:00:00;13008.53|13106.67
08.05.2012 0:00:00;12932.09|13099.48
09.05.2012 0:00:00;12835.06|13090.26
10.05.2012 0:00:00;12855.04|13077.82
11.05.2012 0:00:00;12820.60|13070.21
14.05.2012 0:00:00;12695.35|13048.34
15.05.2012 0:00:00;12632.00|13015.57
16.05.2012 0:00:00;12598.55|12972.28
17.05.2012 0:00:00;12442.49|12916.15
18.05.2012 0:00:00;12369.38|12855.85
21.05.2012 0:00:00;12504.48|12800.50
22.05.2012 0:00:00;12502.81|12745.80
23.05.2012 0:00:00;12496.15|12695.06
24.05.2012 0:00:00;12529.75|12658.73
25.05.2012 0:00:00;12454.83|12619.18
29.05.2012 0:00:00;12580.69|12594.08
30.05.2012 0:00:00;12419.86|12564.43
31.05.2012 0:00:00;12393.45|12531.46
01.06.2012 0:00:00;12118.57|12481.31
04.06.2012 0:00:00;12101.46|12438.89
05.06.2012 0:00:00;12127.95|12402.89
06.06.2012 0:00:00;12414.79|12389.76
07.06.2012 0:00:00;12460.96|12391.08
08.06.2012 0:00:00;12554.20|12404.28
11.06.2012 0:00:00;12411.23|12397.62
12.06.2012 0:00:00;12573.80|12402.69
13.06.2012 0:00:00;12496.38|12402.71
14.06.2012 0:00:00;12651.91|12411.43
15.06.2012 0:00:00;12767.17|12433.74
18.06.2012 0:00:00;12741.82|12445.25
19.06.2012 0:00:00;12837.33|12475.07
20.06.2012 0:00:00;12824.39|12505.85
21.06.2012 0:00:00;12573.57|12538.35
22.06.2012 0:00:00;12640.78|12576.88
25.06.2012 0:00:00;12502.66|12603.64
26.06.2012 0:00:00;12534.67|12612.21
27.06.2012 0:00:00;12627.01|12624.07
28.06.2012 0:00:00;12602.26|12627.50
29.06.2012 0:00:00;12880.09|12660.99
02.07.2012 0:00:00;12871.39|12682.25
03.07.2012 0:00:00;12943.82|12714.21
05.07.2012 0:00:00;12896.67|12731.69
06.07.2012 0:00:00;12772.47|12732.07
09.07.2012 0:00:00;12736.29|12731.67
10.07.2012 0:00:00;12653.12|12718.51
11.07.2012 0:00:00;12604.53|12702.81
12.07.2012 0:00:00;12573.27|12702.79
13.07.2012 0:00:00;12777.09|12712.52
16.07.2012 0:00:00;12727.21|12728.56
17.07.2012 0:00:00;12805.54|12747.91
18.07.2012 0:00:00;12908.70|12768.03
19.07.2012 0:00:00;12943.36|12792.40
20.07.2012 0:00:00;12822.57|12788.29
23.07.2012 0:00:00;12721.46|12777.58
24.07.2012 0:00:00;12617.32|12754.26
25.07.2012 0:00:00;12676.05|12738.50
26.07.2012 0:00:00;12887.93|12746.75
27.07.2012 0:00:00;13075.66|12770.99
30.07.2012 0:00:00;13073.01|12800.98
31.07.2012 0:00:00;13008.68|12829.85
01.08.2012 0:00:00;12971.06|12858.26
02.08.2012 0:00:00;12878.88|12865.53
03.08.2012 0:00:00;13096.17|12891.88
06.08.2012 0:00:00;13117.51|12914.17
07.08.2012 0:00:00;13168.60|12932.73
08.08.2012 0:00:00;13175.64|12949.32
09.08.2012 0:00:00;13165.19|12973.80
10.08.2012 0:00:00;13207.95|13008.55
13.08.2012 0:00:00;13169.43|13047.98
14.08.2012 0:00:00;13172.14|13083.42
15.08.2012 0:00:00;13164.78|13103.19
16.08.2012 0:00:00;13250.11|13115.65
17.08.2012 0:00:00;13275.20|13130.10
20.08.2012 0:00:00;13271.64|13148.88
21.08.2012 0:00:00;13203.58|13165.49
22.08.2012 0:00:00;13172.76|13186.48
23.08.2012 0:00:00;13057.46|13183.71
24.08.2012 0:00:00;13157.97|13186.60
27.08.2012 0:00:00;13124.67|13183.47
28.08.2012 0:00:00;13102.99|13178.28
29.08.2012 0:00:00;13107.48|13174.15
30.08.2012 0:00:00;13000.71|13159.35
31.08.2012 0:00:00;13090.84|13153.74
04.09.2012 0:00:00;13035.94|13144.01
05.09.2012 0:00:00;13047.48|13135.63
06.09.2012 0:00:00;13292.00|13138.62
07.09.2012 0:00:00;13306.64|13140.87
10.09.2012 0:00:00;13254.29|13139.63
11.09.2012 0:00:00;13323.36|13148.19
12.09.2012 0:00:00;13333.35|13159.66
13.09.2012 0:00:00;13539.86|13194.11
14.09.2012 0:00:00;13593.37|13225.21
17.09.2012 0:00:00;13553.10|13255.82
18.09.2012 0:00:00;13564.64|13288.79
19.09.2012 0:00:00;13577.96|13322.40
20.09.2012 0:00:00;13596.93|13364.98
21.09.2012 0:00:00;13579.47|13399.88
24.09.2012 0:00:00;13558.92|13437.24
25.09.2012 0:00:00;13457.55|13466.53
26.09.2012 0:00:00;13413.51|13475.21
27.09.2012 0:00:00;13485.97|13488.02
28.09.2012 0:00:00;13437.13|13501.08
01.10.2012 0:00:00;13515.11|13514.78
02.10.2012 0:00:00;13482.36|13525.42
03.10.2012 0:00:00;13494.61|13522.19
04.10.2012 0:00:00;13575.36|13520.90
05.10.2012 0:00:00;13610.15|13524.98
08.10.2012 0:00:00;13583.65|13526.33
09.10.2012 0:00:00;13473.53|13518.88
10.10.2012 0:00:00;13344.97|13500.88
11.10.2012 0:00:00;13326.39|13482.80
12.10.2012 0:00:00;13328.85|13466.37
15.10.2012 0:00:00;13424.23|13463.99
16.10.2012 0:00:00;13551.78|13473.86
17.10.2012 0:00:00;13557.00|13478.94
18.10.2012 0:00:00;13548.94|13486.92
19.10.2012 0:00:00;13343.51|13474.67
22.10.2012 0:00:00;13345.89|13464.92
23.10.2012 0:00:00;13102.53|13436.91
24.10.2012 0:00:00;13077.34|13401.34
25.10.2012 0:00:00;13103.68|13365.16
26.10.2012 0:00:00;13107.21|13331.13
31.10.2012 0:00:00;13096.46|13304.20
01.11.2012 0:00:00;13232.62|13296.17
02.11.2012 0:00:00;13093.16|13279.51
05.11.2012 0:00:00;13112.44|13264.06
06.11.2012 0:00:00;13245.68|13251.30
07.11.2012 0:00:00;12932.73|13207.08
08.11.2012 0:00:00;12811.32|13153.82
09.11.2012 0:00:00;12815.39|13101.43
12.11.2012 0:00:00;12815.16|13063.69
13.11.2012 0:00:00;12756.18|13021.56
14.11.2012 0:00:00;12570.95|12983.59
15.11.2012 0:00:00;12542.38|12945.38
16.11.2012 0:00:00;12588.31|12908.57
19.11.2012 0:00:00;12795.96|12886.34
20.11.2012 0:00:00;12788.51|12864.34
21.11.2012 0:00:00;12836.89|12836.08
23.11.2012 0:00:00;13009.68|12830.11
26.11.2012 0:00:00;12967.37|12819.75
27.11.2012 0:00:00;12878.13|12793.50
28.11.2012 0:00:00;12985.11|12797.24
29.11.2012 0:00:00;13021.82|12812.27
30.11.2012 0:00:00;13025.58|12827.29
03.12.2012 0:00:00;12965.60|12838.03
04.12.2012 0:00:00;12951.78|12852.00
05.12.2012 0:00:00;13034.49|12885.12
06.12.2012 0:00:00;13074.04|12923.09
07.12.2012 0:00:00;13155.13|12963.58
10.12.2012 0:00:00;13169.88|12990.29
11.12.2012 0:00:00;13248.44|13023.14
12.12.2012 0:00:00;13245.45|13052.32
13.12.2012 0:00:00;13170.72|13063.82
14.12.2012 0:00:00;13135.01|13075.80
17.12.2012 0:00:00;13235.39|13101.32
18.12.2012 0:00:00;13350.96|13127.45
19.12.2012 0:00:00;13251.97|13143.89
20.12.2012 0:00:00;13311.72|13164.33
21.12.2012 0:00:00;13190.84|13180.42
24.12.2012 0:00:00;13139.08|13193.79
26.12.2012 0:00:00;13114.59|13199.52
27.12.2012 0:00:00;13096.31|13201.11
28.12.2012 0:00:00;12938.11|13185.60
31.12.2012 0:00:00;13104.14|13180.91
02.01.2013 0:00:00;13412.55|13192.63
03.01.2013 0:00:00;13391.36|13203.05
04.01.2013 0:00:00;13435.21|13221.95
07.01.2013 0:00:00;13384.29|13239.75
08.01.2013 0:00:00;13328.85|13246.43
09.01.2013 0:00:00;13390.51|13249.25
10.01.2013 0:00:00;13471.22|13264.91
11.01.2013 0:00:00;13488.43|13277.54
14.01.2013 0:00:00;13507.32|13300.14
15.01.2013 0:00:00;13534.89|13328.41
16.01.2013 0:00:00;13511.23|13356.74
17.01.2013 0:00:00;13596.02|13392.44
18.01.2013 0:00:00;13649.70|13443.27
22.01.2013 0:00:00;13712.21|13486.70
23.01.2013 0:00:00;13779.33|13512.90
24.01.2013 0:00:00;13825.33|13543.90
25.01.2013 0:00:00;13895.98|13576.81
28.01.2013 0:00:00;13881.93|13612.35
29.01.2013 0:00:00;13954.42|13657.04
