Date; Open; High; Low; Close; Moving Average 14
28.11.2012 0:00:00;12875.56;12989.10;12765.32;12985.11;12797.24
29.11.2012 0:00:00;12977.35;13062.56;12961.92;13021.82;12812.27
30.11.2012 0:00:00;13022.05;13053.74;12988.68;13025.58;12827.29
03.12.2012 0:00:00;13027.73;13087.32;12959.42;12965.60;12838.03
04.12.2012 0:00:00;12966.45;13022.51;12940.07;12951.78;12852.00
05.12.2012 0:00:00;12948.96;13089.11;12923.44;13034.49;12885.12
06.12.2012 0:00:00;13026.19;13076.88;13007.84;13074.04;12923.09
07.12.2012 0:00:00;13072.87;13157.28;13072.87;13155.13;12963.58
10.12.2012 0:00:00;13154.89;13195.35;13139.08;13169.88;12990.29
11.12.2012 0:00:00;13170.34;13306.57;13170.34;13248.44;13023.14
12.12.2012 0:00:00;13250.05;13329.44;13227.44;13245.45;13052.32
13.12.2012 0:00:00;13241.38;13264.41;13147.19;13170.72;13063.82
14.12.2012 0:00:00;13170.80;13190.41;13118.46;13135.01;13075.80
17.12.2012 0:00:00;13135.17;13244.33;13134.63;13235.39;13101.32
18.12.2012 0:00:00;13236.61;13365.86;13232.58;13350.96;13127.45
19.12.2012 0:00:00;13351.04;13357.70;13251.74;13251.97;13143.89
20.12.2012 0:00:00;13246.67;13314.64;13216.03;13311.72;13164.33
21.12.2012 0:00:00;13309.95;13309.95;13122.53;13190.84;13180.42
24.12.2012 0:00:00;13190.15;13190.38;13128.55;13139.08;13193.79
26.12.2012 0:00:00;13138.85;13174.88;13076.87;13114.59;13199.52
27.12.2012 0:00:00;13114.97;13141.74;12964.08;13096.31;13201.11
28.12.2012 0:00:00;13095.08;13095.46;12926.86;12938.11;13185.60
31.12.2012 0:00:00;12938.19;13109.13;12883.89;13104.14;13180.91
02.01.2013 0:00:00;13104.30;13412.71;13104.30;13412.55;13192.63
03.01.2013 0:00:00;13413.01;13430.60;13358.30;13391.36;13203.05
04.01.2013 0:00:00;13391.05;13447.11;13376.23;13435.21;13221.95
07.01.2013 0:00:00;13436.13;13436.13;13343.32;13384.29;13239.75
08.01.2013 0:00:00;13377.42;13377.42;13293.13;13328.85;13246.43
09.01.2013 0:00:00;13329.92;13416.55;13329.08;13390.51;13249.25
10.01.2013 0:00:00;13391.82;13478.20;13382.29;13471.22;13264.91
11.01.2013 0:00:00;13471.45;13496.68;13439.97;13488.43;13277.54
14.01.2013 0:00:00;13488.43;13520.18;13459.84;13507.32;13300.14
15.01.2013 0:00:00;13507.32;13546.37;13445.80;13534.89;13328.41
16.01.2013 0:00:00;13534.89;13534.89;13468.96;13511.23;13356.74
17.01.2013 0:00:00;13511.23;13633.89;13510.24;13596.02;13392.44
18.01.2013 0:00:00;13596.02;13649.93;13571.86;13649.70;13443.27
22.01.2013 0:00:00;13649.70;13712.21;13622.96;13712.21;13486.70
23.01.2013 0:00:00;13712.21;13794.29;13710.13;13779.33;13512.90
24.01.2013 0:00:00;13779.33;13879.66;13779.33;13825.33;13543.90
25.01.2013 0:00:00;13825.33;13895.98;13825.33;13895.98;13576.81
28.01.2013 0:00:00;13895.98;13915.72;13862.57;13881.93;13612.35
29.01.2013 0:00:00;13881.93;13969.99;13880.01;13954.42;13657.04
30.01.2013 0:00:00;13954.42;13966.13;13896.95;13910.42;13694.17
31.01.2013 0:00:00;13910.42;13941.06;13860.58;13860.58;13721.99
01.02.2013 0:00:00;13860.58;14019.78;13860.58;14009.79;13759.22
04.02.2013 0:00:00;14009.79;14009.79;13866.83;13880.08;13785.85
05.02.2013 0:00:00;13880.08;14013.60;13880.08;13979.30;13817.59
06.02.2013 0:00:00;13979.30;13991.61;13913.18;13986.52;13851.54
07.02.2013 0:00:00;13986.52;13988.06;13852.20;13944.05;13876.40
08.02.2013 0:00:00;13944.05;14022.62;13944.05;13992.97;13900.92
11.02.2013 0:00:00;13992.97;13992.97;13940.41;13971.24;13919.42
12.02.2013 0:00:00;13971.24;14038.97;13968.94;14018.70;13936.52
13.02.2013 0:00:00;14018.70;14029.35;13945.78;13982.91;13947.78
14.02.2013 0:00:00;13982.91;13990.36;13921.94;13973.39;13953.31
15.02.2013 0:00:00;13973.39;14001.93;13906.73;13981.76;13960.44
19.02.2013 0:00:00;13981.76;14044.82;13977.90;14035.67;13966.24
20.02.2013 0:00:00;14035.67;14058.27;13919.28;13927.54;13967.46
21.02.2013 0:00:00;13927.54;13927.54;13834.40;13880.62;13968.90
22.02.2013 0:00:00;13880.62;14001.19;13880.62;14000.57;13968.24
25.02.2013 0:00:00;14000.57;14081.58;13784.01;13784.17;13961.39
26.02.2013 0:00:00;13784.17;13918.44;13784.17;13900.13;13955.73
27.02.2013 0:00:00;13900.13;14104.86;13880.19;14075.37;13962.08
28.02.2013 0:00:00;14075.37;14149.15;14050.18;14054.49;13969.97
01.03.2013 0:00:00;14054.49;14107.09;13937.60;14089.66;13976.87
04.03.2013 0:00:00;14089.66;14128.21;14030.37;14127.82;13988.06
05.03.2013 0:00:00;14127.82;14286.37;14127.82;14253.77;14004.85
06.03.2013 0:00:00;14253.77;14320.65;14253.00;14296.24;14027.23
07.03.2013 0:00:00;14296.24;14354.69;14296.24;14329.49;14052.66
08.03.2013 0:00:00;14329.49;14413.17;14329.49;14397.07;14082.33
11.03.2013 0:00:00;14397.07;14448.06;14373.32;14447.29;14111.73
12.03.2013 0:00:00;14447.29;14478.80;14412.06;14450.06;14149.05
13.03.2013 0:00:00;14450.06;14472.80;14411.66;14455.28;14190.10
14.03.2013 0:00:00;14455.28;14539.29;14455.28;14539.14;14228.57
15.03.2013 0:00:00;14539.14;14539.14;14470.50;14514.11;14280.71
18.03.2013 0:00:00;14514.11;14521.59;14404.21;14452.06;14320.13
19.03.2013 0:00:00;14452.06;14514.34;14382.09;14455.82;14347.31
20.03.2013 0:00:00;14455.82;14546.82;14455.82;14511.73;14379.97
21.03.2013 0:00:00;14511.73;14511.73;14383.02;14421.49;14403.67
22.03.2013 0:00:00;14421.49;14519.95;14421.49;14512.03;14431.11
25.03.2013 0:00:00;14512.03;14563.75;14395.00;14447.75;14444.97
26.03.2013 0:00:00;14447.75;14561.54;14447.75;14559.65;14463.78
27.03.2013 0:00:00;14559.65;14559.65;14439.55;14526.16;14477.83
28.03.2013 0:00:00;14526.16;14585.10;14520.86;14578.54;14490.79
01.04.2013 0:00:00;14578.54;14605.72;14531.48;14572.85;14499.76
02.04.2013 0:00:00;14572.85;14684.49;14572.85;14662.01;14514.90
03.04.2013 0:00:00;14662.01;14683.13;14525.36;14550.35;14521.69
04.04.2013 0:00:00;14550.35;14625.24;14538.72;14606.11;14526.48
05.04.2013 0:00:00;14606.11;14606.11;14434.43;14565.25;14530.13
08.04.2013 0:00:00;14565.25;14613.48;14497.80;14613.48;14541.66
09.04.2013 0:00:00;14613.48;14716.46;14598.50;14673.46;14557.20
10.04.2013 0:00:00;14673.46;14826.66;14673.46;14802.24;14577.96
11.04.2013 0:00:00;14802.24;14887.51;14785.36;14865.14;14609.64
12.04.2013 0:00:00;14865.14;14865.21;14790.57;14865.06;14634.86
15.04.2013 0:00:00;14865.06;14865.06;14598.58;14599.20;14645.68
16.04.2013 0:00:00;14599.20;14761.73;14599.20;14756.78;14659.76
17.04.2013 0:00:00;14756.78;14756.78;14560.81;14618.59;14666.36
18.04.2013 0:00:00;14618.59;14650.26;14495.29;14537.14;14663.40
19.04.2013 0:00:00;14537.14;14553.73;14444.03;14547.51;14661.59
22.04.2013 0:00:00;14547.51;14588.83;14457.60;14567.17;14654.82
23.04.2013 0:00:00;14567.17;14721.42;14554.29;14719.46;14666.90
24.04.2013 0:00:00;14719.46;14747.42;14666.54;14676.30;14671.91
25.04.2013 0:00:00;14676.30;14768.05;14665.45;14700.80;14681.59
26.04.2013 0:00:00;14700.80;14743.49;14684.82;14712.55;14688.67
29.04.2013 0:00:00;14712.55;14844.96;14712.55;14818.75;14699.05
30.04.2013 0:00:00;14818.75;14839.80;14734.47;14839.80;14701.73
01.05.2013 0:00:00;14839.80;14839.80;14687.05;14700.95;14690.00
02.05.2013 0:00:00;14700.95;14834.63;14700.95;14831.58;14687.61
03.05.2013 0:00:00;14831.58;15009.59;14831.58;14973.96;14714.38
06.05.2013 0:00:00;14973.96;14988.87;14941.09;14968.89;14729.53
07.05.2013 0:00:00;14968.89;15056.67;14968.89;15056.20;14760.79
08.05.2013 0:00:00;15056.20;15106.81;15021.87;15105.12;14801.36
09.05.2013 0:00:00;15105.12;15144.83;15046.87;15082.62;14839.58
10.05.2013 0:00:00;15082.62;15118.49;15038.18;15118.49;14878.96
13.05.2013 0:00:00;15113.42;15113.42;15053.46;15091.68;14905.55
14.05.2013 0:00:00;15092.15;15219.55;15089.30;15215.25;14944.05
15.05.2013 0:00:00;15211.87;15301.34;15175.39;15275.69;14985.11
16.05.2013 0:00:00;15273.92;15302.49;15215.82;15233.22;15022.30
17.05.2013 0:00:00;15234.75;15357.40;15234.75;15354.40;15060.56
20.05.2013 0:00:00;15348.33;15391.84;15314.15;15335.28;15095.95
21.05.2013 0:00:00;15334.97;15434.50;15325.68;15387.58;15145.00
22.05.2013 0:00:00;15387.12;15542.40;15265.96;15307.17;15178.97
23.05.2013 0:00:00;15300.57;15348.41;15180.23;15294.50;15201.86
24.05.2013 0:00:00;15290.74;15306.71;15199.63;15303.10;15225.74
28.05.2013 0:00:00;15307.33;15521.49;15307.33;15409.39;15250.96
